GENE,HUVECs_2,HUVECs_3,HUVECs_4,HDLECs_1,HDLECs_2,HDLECs_3
DCC,4,0,0,7,1,0
MIR4528,0,0,0,0,0,0
LINC01919,0,0,0,0,0,0
LINC01917,0,0,0,0,0,0
MBD2,4588,4476,4700,4547,4152,4298
SNORA37,22,9,3,28,24,35
POLI,1108,862,1076,1266,1220,1010
STARD6,15,12,15,6,15,12
C18orf54,1801,1522,1884,1990,1597,1508
DYNAP,0,0,0,1,0,0
RAB27B,46,52,36,2,0,2
CCDC68,148,156,96,85,25,41
LOC107985125,0,0,0,0,0,0
LOC105372125,0,0,0,1,0,0
LINC01929,0,0,1,11,3,2
TCF4,26656,22800,32921,31033,31224,35140
TCF4-AS1,7,4,2,2,0,1
MIR4529,0,0,0,0,0,0
LOC105372126,0,1,1,0,0,0
LOC105372130,0,0,0,0,0,0
LINC01415,37,31,25,55,48,45
LOC107985183,0,0,0,0,0,0
LOC105372131,0,0,1,0,0,0
LINC01416,0,0,0,0,0,0
LOC107985164,0,0,0,0,0,0
LOC642484,0,0,1,0,0,0
LINC01905,0,1,0,0,0,0
LINC01539,5,2,1,1,0,0
LOC105372132,0,1,0,0,0,0
LOC105372135,0,0,2,0,0,2
TXNL1,3688,4693,4238,4267,3724,3579
WDR7,1655,1623,1959,4422,4080,4316
WDR7-OT1,15,9,7,7,15,7
LOC105372136,0,1,0,0,0,0
LINC-ROR,0,0,0,0,0,0
BOD1L2,0,0,0,0,0,0
LINC02565,0,0,0,0,0,0
ST8SIA3,0,0,0,0,0,0
ONECUT2,7,10,11,12,18,22
LOC112267870,2,1,0,0,0,0
FECH,1815,2096,1810,1955,2062,1868
NARS1,6786,7424,7182,7355,6682,6503
LOC100505549,773,732,949,340,297,276
ATP8B1,11365,10128,14835,3767,2350,1981
LOC105372141,146,143,199,104,105,94
LOC105372140,0,0,0,0,0,0
NEDD4L,1811,1338,1683,2832,3325,2509
LOC105372143,24,8,15,73,62,48
MIR122HG,0,0,0,0,0,0
MIR122,0,0,0,0,0,0
MIR3591,0,0,0,0,0,0
ALPK2,0,0,0,0,1,0
LOC105372145,0,0,0,0,0,0
SNORA108,0,0,0,0,0,0
LOC102724745,0,0,0,0,0,0
MALT1-AS1,26,42,18,140,117,126
MALT1,800,928,732,3038,2990,2388
LOC105372146,11,0,1,7,0,10
LINC01926,0,0,0,0,0,0
ZNF532,5501,5092,6215,4924,4696,5387
OACYLP,1,3,1,1,2,1
SEC11C,414,548,556,781,561,510
GRP,0,0,0,0,0,0
RAX,0,0,0,0,0,0
CPLX4,0,0,0,0,1,0
LMAN1,9734,8569,11306,9869,12013,8923
LOC107985156,0,0,0,0,0,0
CCBE1,145,33,23,241,4,12
PMAIP1,535,424,572,1961,840,1151
LOC105372151,0,0,0,0,0,0
LOC105372152,0,0,0,0,0,0
LOC105372155,0,0,0,0,0,0
MC4R,0,0,0,0,0,0
LOC105372156,0,0,0,0,0,0
CDH20,19,11,12,43,4,8
LOC105372157,0,0,0,1,1,2
LINC01544,8,8,9,17,7,22
RNF152,9992,6045,9879,16774,17717,19250
LOC105372159,2,2,1,2,4,1
LOC112268209,0,0,0,0,0,0
LOC105372158,0,1,0,0,0,0
PIGN,2483,2562,2873,2606,2868,2910
RELCH,1543,1403,1621,1929,1555,1478
TNFRSF11A,2284,2741,2375,3047,8342,11002
ZCCHC2,3905,3215,3271,2404,2114,2081
PHLPP1,1051,716,1044,1324,935,951
LOC105372160,5,4,3,3,0,2
LOC105372161,0,0,0,0,0,0
BCL2,254,214,233,65,144,153
KDSR,2591,2921,3331,3347,3865,4025
VPS4B,3066,2947,3618,3924,3893,3821
SERPINB5,1,0,0,0,0,0
SERPINB12,0,0,0,0,0,0
SERPINB13,0,0,0,0,0,0
SERPINB4,0,0,0,5,0,0
SERPINB3,0,0,0,2,0,0
SERPINB11,0,0,0,0,0,0
SERPINB7,0,0,0,4,0,0
SERPINB2,64,483,116,75,30,21
SERPINB10,0,1,0,0,0,0
HMSD,7,10,1,1,4,0
LOC105372165,159,135,115,87,29,18
SERPINB8,2478,2808,2210,1732,430,316
LINC00305,2,0,3,0,0,0
LINC01924,0,0,0,0,0,0
LINC01538,0,0,0,0,0,0
LOC105372166,0,0,0,0,0,0
LOC105372167,0,0,0,0,0,0
LOC107985178,0,0,0,0,0,0
LOC101927404,0,0,0,0,0,0
LOC105372168,0,0,0,0,0,0
LINC01916,0,0,0,0,0,0
LOC105372169,0,0,0,0,0,0
CDH7,0,0,0,0,0,0
LOC105372170,0,0,0,0,0,0
CDH19,1,0,1,6,6,13
MIR5011,0,0,0,0,0,0
DSEL,0,0,0,0,1,0
DSEL-AS1,1,0,2,1,2,0
LOC105372174,0,1,0,0,0,1
LOC105372173,3,3,2,0,0,0
LOC105372172,1,0,1,0,0,1
LINC01903,0,0,0,0,0,0
LINC01912,0,0,0,0,0,0
TMX3,7448,7001,9950,9249,9900,8862
CCDC102B,32,41,79,1170,2379,3160
LOC107985134,0,0,0,1,26,29
LOC107985135,0,0,0,0,0,2
LOC107985136,0,0,0,0,0,0
DOK6,4,0,2,64,176,63
LOC105372179,0,0,0,0,0,0
LOC105372178,0,0,0,0,1,0
LOC107985138,0,0,0,0,0,0
CD226,14,9,7,99,277,169
RTTN,915,768,698,1063,2369,1339
LOC105372180,4,3,1,3,2,6
LOC107985158,1,0,0,3,5,0
SOCS6,2147,2064,2065,1836,2396,2432
LINC01909,10,6,3,3,5,10
LIVAR,14,8,5,7,8,6
LINC01910,0,0,0,0,0,0
LOC112268215,0,0,0,0,0,0
LOC105376872,0,0,0,0,0,0
GTSCR1,0,0,0,0,0,0
LOC107985166,0,0,0,0,0,0
LOC105372185,0,0,0,0,0,0
LOC105372188,7,4,4,0,2,1
LOC105372187,0,0,0,0,0,0
LOC107985179,1,0,2,4,2,5
LINC01541,0,0,0,0,0,0
LOC105372186,1,0,0,0,0,0
LINC01899,0,0,0,0,0,0
LOC105376873,0,0,0,0,0,0
LOC102725148,0,0,0,0,1,0
LOC105372189,0,0,0,0,0,0
CBLN2,19,27,31,37,1,1
NETO1,0,0,0,0,0,0
MIR548AV,0,0,0,0,0,0
NETO1-DT,0,0,0,0,0,0
LINC02864,0,1,0,0,0,0
LINC02582,0,0,0,0,0,0
LOC105372190,7,8,12,30,13,23
LOC105372191,0,0,0,0,0,0
FBXO15,5,11,6,5,6,6
TIMM21,703,818,706,752,544,635
CYB5A,655,904,717,860,807,748
C18orf63,0,0,0,0,1,0
LINC01922,0,0,0,0,0,0
DIPK1C,0,0,1,0,0,0
CNDP2,3723,3937,4356,6089,6974,6459
CNDP1,0,1,2,2,2,0
ZNF407,1886,1890,2074,1832,2077,2011
ZNF407-AS1,210,281,312,271,217,246
LOC107985130,5,1,3,2,1,0
LOC105376874,0,0,0,0,2,4
ZADH2,2022,2262,1958,2537,2378,2784
TSHZ1,2965,3176,3099,2517,3871,4499
LOC105372200,0,0,0,0,0,0
SMIM21,0,0,0,0,0,1
LOC107985177,3,1,4,2,0,2
LOC105372201,1,0,0,0,1,2
LOC105372202,0,0,0,0,0,0
LINC01898,0,0,0,0,0,0
LOC105372203,0,0,0,0,0,0
LOC105372204,0,0,0,0,0,0
LOC339298,0,0,0,0,0,0
LOC105372206,0,0,0,0,0,0
LINC01893,0,0,0,0,0,0
LOC105372208,0,1,0,0,1,0
LOC105372210,0,2,0,0,2,0
LOC105372209,0,0,1,0,4,0
LOC105372211,0,0,0,0,1,1
ZNF516,2007,1704,1720,1829,2101,2391
ZNF516-AS1,43,35,39,52,49,31
ZNF516-DT,7,9,13,6,9,12
LINC00908,0,0,0,0,0,0
LINC00683,0,0,0,0,0,0
LINC01927,0,0,0,0,0,0
LOC107985151,0,0,0,0,0,0
LOC105372212,0,0,0,0,0,0
LINC01879,0,0,0,0,0,0
LOC105372213,0,0,0,0,0,0
ZNF236-DT,48,83,39,57,75,75
ZNF236,1119,1190,1081,1004,1149,1255
LOC105372214,5,0,2,0,0,2
MBP,348,165,115,537,791,501
LOC105372217,7,3,5,2,1,5
LOC107987261,1,0,0,4,2,6
GALR1,0,0,0,0,0,0
LOC107985171,0,0,0,0,0,0
LOC107985172,0,0,0,0,0,0
LOC107985129,0,0,0,0,0,0
LINC01029,0,0,0,0,0,0
LOC105372218,0,0,0,0,0,0
LOC105372219,0,0,0,0,0,0
LOC105372220,0,0,0,0,0,0
LOC105372221,0,0,0,0,0,0
LOC105372224,0,0,0,0,0,0
LINC01896,0,0,0,0,0,0
SALL3,0,0,0,0,0,0
LOC105372225,0,0,0,0,0,0
ATP9B,1201,1138,1234,1130,1456,1868
LOC105372226,6,5,7,7,2,4
LOC107985149,8,2,2,0,3,4
NFATC1,2469,2877,2709,2318,4618,5750
LOC107985163,17,14,10,3,10,14
LOC101927897,209,217,191,157,253,290
LOC107985162,30,14,4,9,16,31
LOC102723506,4,3,1,0,6,11
LOC284240,0,0,0,0,0,0
LOC105372228,0,0,0,2,1,6
CTDP1-DT,0,0,0,0,0,0
CTDP1,825,774,800,751,763,834
LOC105376875,0,0,0,0,0,0
KCNG2,862,965,777,522,750,997
SLC66A2,1763,2054,1653,1088,1546,1773
HSBP1L1,148,270,151,162,155,154
TXNL4A,3321,3181,3164,3389,2644,2515
RBFA,1003,1249,979,1319,1171,1205
RBFADN,0,2,3,0,0,0
ADNP2,2126,2117,2451,2096,2115,2230
PARD6G-AS1,11,11,8,19,34,74
PARD6G,146,102,118,2952,11291,15292
WASH5P,0,1,0,0,0,1
LOC105376912,0,0,0,0,0,0
MIR1302-11,0,0,0,0,0,0
FAM138F,0,0,0,0,0,0
OR4F17,0,0,0,0,0,0
LINC01002,0,0,4,0,0,0
LOC101928344,2,9,4,1,3,0
LOC107985295,2,2,0,0,1,0
PLPP2,243,249,152,948,652,1056
MIER2,2259,1822,1760,1737,1831,1719
THEG,0,0,0,0,0,1
C2CD4C,33,15,31,176,665,586
SHC2,836,1080,1118,1581,3769,3284
ODF3L2,13,13,14,68,191,185
MADCAM1,7,3,0,2,3,5
MADCAM1-AS1,4,5,1,4,4,7
TPGS1,451,685,351,358,400,469
CDC34,2861,3054,2761,2566,2318,2204
GZMM,2,0,2,2,4,2
BSG-AS1,43,43,26,50,37,35
BSG,31135,32150,32016,24124,28305,24324
HCN2,111,99,158,253,268,277
LOC107987266,26,19,26,35,48,30
POLRMT,2516,2666,2408,1965,2215,2403
LOC105372234,8,8,7,3,9,7
FGF22,7,7,4,6,5,7
RNF126,2501,2720,2324,2558,1871,1866
FSTL3,420,280,223,658,190,185
PRSS57,0,4,0,2,1,2
PALM,2941,3741,2851,7064,11464,13054
MISP,0,1,2,0,0,0
LOC101928450,25,8,20,57,62,30
LINC01836,26,16,55,42,46,48
PTBP1,23444,21163,19970,20847,20176,17079
MIR4745,0,0,0,0,0,0
PLPPR3,8264,6817,6854,7007,7330,6014
MIR3187,1,2,0,3,6,1
AZU1,0,0,0,0,0,0
PRTN3,0,0,0,0,0,0
ELANE,0,0,0,0,0,0
CFD,1,0,0,1,0,0
MED16,2719,2994,2642,2208,2263,2707
RNU6-9,7,0,0,2,5,3
R3HDM4,2966,3073,2972,3854,3965,4399
KISS1R,1,1,0,1,1,0
ARID3A,636,402,438,605,520,590
WDR18,2385,2566,2215,2569,1822,1605
GRIN3B,195,141,141,237,132,138
LOC105372235,15,13,15,22,9,11
TMEM259,6475,6126,5607,5723,5683,5615
RNU6-2,15,15,8,7,11,9
CNN2,21177,17452,19792,16842,10641,7994
ABCA7,662,566,615,508,684,563
ARHGAP45,486,543,404,1289,1161,861
POLR2E,7914,8223,7310,8142,6893,5584
GPX4,10300,12559,13740,11350,10316,10730
SBNO2,48,63,25,54,48,62
LOC102723798,19,8,6,11,3,6
LOC102725180,33,25,16,15,8,17
STK11,3164,3324,2948,2249,2373,2449
CBARP,544,594,404,314,298,335
ATP5F1D,3432,4086,3077,3531,3311,3488
LOC102723811,16,10,1,1,1,6
MIDN,6849,6380,6150,3999,3875,3946
LOC107985303,0,6,1,1,2,3
LOC105372236,4,1,3,0,0,0
CIRBP-AS1,93,91,55,40,36,54
CIRBP,6989,6920,7512,4647,4925,5863
FAM174C,1028,1149,923,995,872,833
EFNA2,31,12,29,11,6,11
PWWP3A,2306,2257,2143,1947,2225,2121
TRF-GAA1-6,1,0,0,1,1,2
TRN-GTT2-6,1,1,0,0,1,0
NDUFS7,1680,2130,1807,2136,1846,2118
GAMT,1228,1521,1150,650,449,480
DAZAP1,5153,5466,4174,4953,4340,4291
RPS15,18567,25153,24113,22348,17440,19648
APC2,189,174,202,175,167,176
C19orf25,716,735,580,617,589,639
PCSK4,58,62,50,50,66,103
REEP6,198,153,114,157,180,131
ADAMTSL5,3,0,5,4,4,1
LOC107985337,1,0,1,0,0,0
PLK5,4,1,0,0,1,0
MEX3D,4471,4540,3600,3131,2701,3288
MBD3,6353,6259,5465,4904,5033,4997
UQCR11,3503,4148,3721,4159,3950,4014
TCF3,11273,10852,9957,6485,5528,5540
ONECUT3,0,0,0,0,0,0
LOC101928543,0,0,0,0,0,0
ATP8B3,60,63,63,283,46,94
REXO1,3711,3271,2965,3136,2771,2646
MIR1909,0,0,0,0,0,0
LOC100288123,353,362,275,310,224,240
KLF16,2722,2393,2208,2263,2042,2112
ABHD17A,4264,5098,4244,3813,3799,4506
SCAMP4,4808,4710,4805,3857,4392,4517
ADAT3,153,166,144,122,130,207
LOC105372238,8,4,7,8,7,13
CSNK1G2,5452,5000,4646,4479,4922,4741
CSNK1G2-AS1,7,8,0,3,3,1
BTBD2,8121,9067,7385,5592,6003,6549
LOC107985278,0,0,0,4,1,0
MKNK2,15461,18370,13676,16124,14801,14945
MOB3A,5168,5556,4601,5977,6001,5576
IZUMO4,20,15,22,7,21,10
AP3D1,14208,14306,12789,11209,13266,11165
DOT1L,3360,3255,2804,2126,2032,2263
PLEKHJ1,1370,1584,1388,1242,1178,1054
MIR1227,0,0,0,0,0,0
MIR6789,0,0,0,0,0,0
SF3A2,8779,9124,8439,6219,6640,7403
AMH,34,46,21,23,43,39
MIR4321,0,0,0,0,0,0
JSRP1,0,1,0,0,4,4
LOC105372240,0,0,0,0,0,2
OAZ1,22300,26921,26327,29892,29469,28676
PEAK3,15,8,7,58,88,148
LINGO3,13,12,2,5,0,4
LOC101928572,0,2,3,0,0,1
LSM7,1121,1469,1109,989,745,756
SPPL2B,2411,2405,2491,1873,2650,2641
TMPRSS9,158,126,107,64,88,91
TIMM13,2701,3242,2649,2688,2398,2414
LMNB2,10700,9575,7557,6303,4983,3904
MIR7108,0,0,0,0,0,0
LINC01775,10,27,17,13,17,10
GADD45B,760,447,1096,4269,3738,3864
GNG7,93,59,114,574,525,749
MIR7850,0,0,0,0,0,0
DIRAS1,3,5,6,73,49,83
SLC39A3,1129,1295,1074,1114,991,1073
SGTA,5098,5403,4886,4527,4009,4283
THOP1,2567,2666,2146,2278,1315,1096
ZNF554,258,265,251,177,217,247
ZNF555,527,607,652,407,446,442
ZNF556,0,0,1,0,0,0
ZNF57,238,256,227,187,131,148
LOC101928631,48,40,40,29,20,22
ZNF77,263,298,289,112,113,104
TLE6,62,41,53,29,72,91
TLE2,3383,3400,3464,1754,2270,2352
TLE5,13949,13954,12916,14217,12489,13355
LOC105372242,1,0,0,0,0,0
GNA11,10612,9609,8997,8501,8185,7936
GNA15,9,4,2,14,6,8
GNA15-DT,8,5,10,14,17,14
S1PR4,68,99,126,3,7,11
NCLN,6127,5773,5639,4716,4607,3755
CELF5,0,0,0,0,1,4
LOC105372244,0,0,0,0,0,0
NFIC,18497,17079,15874,13393,12280,13151
SMIM24,6,0,0,1,0,2
LOC105372246,0,0,1,0,0,0
LOC122405565,0,0,0,0,0,0
DOHH,450,432,373,322,335,365
LOC105372245,94,75,68,72,64,56
FZR1,3161,3095,2761,2714,2366,2426
MFSD12,1711,1778,1323,1821,1539,1779
C19orf71,173,177,169,160,193,233
HMG20B,3878,4351,3645,3516,3204,3465
GIPC3,212,240,263,1035,818,1623
TBXA2R,113,117,96,296,252,361
CACTIN-AS1,759,888,737,586,526,598
CACTIN,1940,2108,1833,1498,1406,1445
PIP5K1C,9659,8403,8439,10871,13167,12414
TJP3,5,6,9,4,5,4
APBA3,1036,1238,1134,937,928,981
LOC105372248,0,0,0,0,1,0
MRPL54,943,1129,910,1417,1033,918
RAX2,2,1,0,0,0,0
MATK,1,2,0,148,143,23
ZFR2,0,0,0,1,2,10
ATCAY,0,0,0,0,1,0
NMRK2,0,0,0,0,0,0
DAPK3,4140,3624,4606,3781,4093,4395
MIR637,6,4,3,3,0,0
EEF2,209627,239699,231542,199422,239136,233890
SNORD37,11,4,5,5,1,2
PIAS4,2485,2260,2170,1816,2041,1960
ZBTB7A,3609,3520,2974,4047,4277,4312
MAP2K2,7435,8470,7359,6552,6701,6506
CREB3L3,1,0,2,1,1,0
SIRT6,901,977,892,798,666,729
ANKRD24,31,26,41,25,52,45
EBI3,21,25,18,111,216,110
YJU2,809,880,788,793,625,747
SHD,3,1,0,0,0,0
TMIGD2,0,0,0,0,0,0
FSD1,707,803,704,172,73,132
STAP2,255,402,253,866,1122,1311
MPND,606,646,548,339,438,393
SH3GL1,10666,11243,9609,15239,14838,19950
CHAF1A,1771,1504,1265,1252,1070,947
LOC107985297,16,7,6,5,5,5
UBXN6,5213,5577,5497,5598,6068,7025
MIR4746,9,8,5,5,4,5
HDGFL2,3109,3052,2746,2475,2637,2465
PLIN4,59,28,20,115,122,157
PLIN5,10,10,16,78,270,599
LRG1,27,23,12,142,456,299
SEMA6B,33317,22683,28357,23999,19864,11711
LOC105372249,120,103,85,53,46,35
TNFAIP8L1,5726,4667,6258,9069,12448,13631
MYDGF,3377,3433,3497,3288,2563,2440
DPP9,5871,5884,4922,6178,4570,4200
DPP9-AS1,861,932,699,885,735,659
LOC105372250,28,32,18,42,37,24
TRG-TCC1-1,4,2,0,3,2,1
TRV-CAC3-1,5,5,4,14,8,11
MIR7-3HG,0,0,0,0,0,0
MIR7-3,0,0,0,0,0,0
FEM1A,3004,2979,2876,2540,2530,2762
TICAM1,1436,1310,1301,1542,1240,1345
PLIN3,4158,4483,4148,4942,3972,3396
ARRDC5,1,1,0,4,2,0
UHRF1,2780,2000,1634,1133,705,682
MIR4747,1,0,0,0,1,0
KDM4B,4235,3576,3956,2940,3397,3384
PTPRS,4378,3280,3189,7292,10884,11891
LOC105372253,0,0,0,1,0,1
LOC105372252,4,1,0,3,0,0
ZNRF4,0,0,0,0,0,0
TINCR,7,3,7,0,0,2
SAFB2,1656,1488,1575,1289,1418,1449
SAFB,2421,2128,2189,1848,2099,2284
LOC107985320,48,22,11,13,10,17
MICOS13,1399,1673,1354,1812,1495,1634
HSD11B1L,224,291,277,164,165,216
RPL36,15701,19116,16779,17500,15589,14847
LONP1,3831,3328,3278,2664,2637,2766
CATSPERD,5,8,10,12,9,9
PRR22,84,67,60,55,43,59
DUS3L,718,836,619,831,444,604
NRTN,4,5,5,4,7,18
FUT6,0,2,0,0,1,0
FUT3,0,0,0,0,4,2
LOC101928844,0,2,0,0,0,0
FUT5,0,0,0,0,1,0
NDUFA11,4246,5055,4396,4607,4032,4218
VMAC,176,204,174,198,182,263
CAPS,99,64,65,78,89,118
RANBP3,3724,3351,3287,2988,3037,3382
RANBP3-DT,2,8,5,1,1,1
RFX2,438,330,498,311,301,408
LOC105372255,2,4,0,2,2,1
ACSBG2,3,9,5,4,3,4
MLLT1,8971,8854,8034,6977,8933,10563
ACER1,0,0,2,0,0,0
CLPP,3392,3639,3414,3111,2945,2526
ALKBH7,1086,1168,1062,949,921,1040
PSPN,30,26,33,14,25,24
GTF2F1,4547,5113,4526,3836,4036,4229
MIR6885,0,0,0,0,0,0
MIR6790,0,0,0,0,0,0
LOC390877,0,2,2,0,1,1
KHSRP,20038,18999,16963,14643,13793,14086
MIR3940,0,0,0,0,0,0
SLC25A41,5,8,5,2,2,1
SLC25A23,3521,3435,3251,1777,2702,3125
CRB3,3,0,1,0,1,0
DENND1C,1,0,0,0,2,1
TUBB4A,1,2,0,0,0,0
TNFSF9,91,59,60,79,40,26
CD70,1,0,0,3,1,0
TNFSF14,0,0,0,0,0,0
C3,6,3,3,85,121,107
GPR108,2272,2652,2554,3050,2950,3051
MIR6791,3,2,0,4,0,0
TRIP10,3649,3494,3079,4066,2518,2362
LOC107985302,38,35,10,26,9,12
SH2D3A,37,23,30,195,304,267
VAV1,0,0,0,1,7,3
ADGRE1,0,0,0,0,0,0
LOC105372256,0,0,0,0,0,0
ADGRE4P,1,0,0,6,0,1
FLJ25758,0,0,0,0,0,0
LOC112268245,0,0,0,0,0,0
MBD3L2B,0,0,0,0,0,0
MBD3L5,0,0,0,0,0,0
MBD3L4,0,0,0,0,0,0
MBD3L2,0,0,0,0,0,0
MBD3L3,0,0,0,0,0,0
ZNF557,905,1019,994,834,839,841
INSR,5255,4334,5922,3348,4394,4484
ARHGEF18,2561,2497,2246,2126,2063,2132
LOC107985284,0,1,0,1,1,2
PEX11G,109,120,88,112,109,95
TEX45,2,4,6,3,4,8
LOC105372261,153,146,136,125,155,156
ZNF358,5040,6288,4774,3594,4053,4825
MCOLN1,1326,1132,1212,1250,1451,1364
PNPLA6,10450,9812,10442,8934,11440,9020
CAMSAP3,28,30,55,6,10,12
MIR6792,0,0,0,0,0,0
XAB2,2576,2797,2478,1816,2079,2082
PET100,714,797,733,835,725,757
PCP2,27,14,8,8,7,11
STXBP2,2256,2350,1627,1340,2206,2295
RETN,0,0,0,0,0,0
MCEMP1,1,3,0,0,0,0
TRAPPC5,2405,2886,2416,1957,2158,2313
FCER2,0,0,0,0,0,0
LOC105372262,0,0,0,0,0,0
CLEC4G,0,0,0,0,0,2
CD209,0,0,1,0,1,13
CLEC4M,19,3,6,114,202,2070
LOC105372263,0,0,0,1,0,25
CLEC4GP1,98,66,67,0,0,1
EVI5L,2583,2198,2425,1744,1813,1697
PRR36,25,17,12,9,4,4
LYPLA2P2,0,0,0,2,1,0
LRRC8E,126,102,114,116,119,92
MAP2K7,2583,2480,2296,2191,2214,2441
TGFBR3L,51,37,29,61,32,18
SNAPC2,1523,1783,1448,851,586,593
CTXN1,2703,2805,2605,421,182,201
TIMM44,1277,1495,1246,1303,858,901
ELAVL1,7066,6939,6745,6489,5394,5257
LOC105372266,13,15,7,13,10,14
CCL25,1,0,0,0,2,0
FBN3,1,0,0,2,0,1
CERS4,214,292,186,688,756,1226
LOC107985282,1,1,1,2,0,0
CD320,3000,3432,2767,2228,1788,1712
NDUFA7,1663,2137,1810,1937,1554,1441
RPS28,15180,14281,10671,25761,16867,10835
KANK3,2280,2510,2212,4585,5503,8689
ANGPTL4,1596,1172,1314,2218,683,1121
RAB11B-AS1,1091,1196,1238,1192,1323,1604
MIR4999,1,0,0,1,1,2
RAB11B,6292,6241,6272,5834,6312,7543
MARCHF2,2759,3177,2842,2677,2926,3356
HNRNPM,7563,7340,6608,6237,6023,5755
PRAM1,2,2,2,4,2,4
ZNF414,423,500,397,552,525,623
MYO1F,56,52,71,83,97,86
ADAMTS10,512,536,414,383,438,705
NFILZ,0,0,0,0,0,0
ACTL9,0,0,0,0,0,0
OR2Z1,0,0,0,0,0,0
ZNF558,100,184,114,135,33,101
MBD3L1,0,0,0,0,0,0
MUC16,0,0,0,0,0,0
OR1M1,0,0,0,0,0,0
OR7G2,0,0,0,0,0,0
OR7G1,0,0,0,0,0,0
OR7G3,0,0,0,0,0,0
ZNF317,1839,1868,1916,1511,1407,1555
OR7D2,1,1,3,4,2,0
OR7D4,0,0,0,0,0,0
OR7E24,0,0,0,0,0,0
ZNF699,297,280,298,321,319,300
ZNF559,426,352,531,415,362,381
ZNF559-ZNF177,1,1,0,3,0,0
ZNF177,0,0,1,1,0,0
LOC112268250,3,1,0,0,0,0
ZNF266,838,793,867,801,730,767
LOC105372269,1,0,0,0,1,7
ZNF560,3,0,0,0,0,2
LOC105372268,1,6,8,3,1,3
ZNF426,1968,2288,2515,1997,1948,2032
ZNF426-DT,18,30,31,22,24,20
ZNF121,2913,2835,3129,2788,2478,2664
LOC105376914,0,0,1,0,0,0
ZNF561,2838,2803,3231,2917,2023,1947
ZNF561-AS1,89,83,116,101,90,107
ZNF562,2286,2453,2854,2659,2613,2483
ZNF812P,1,5,4,81,56,70
LOC105372270,0,0,0,0,0,0
ZNF846,193,215,246,225,220,186
LOC100505555,17,12,10,9,6,7
FBXL12,838,898,909,893,763,747
UBL5,2324,2837,3046,2914,2433,2196
PIN1-DT,2,2,4,0,1,6
PIN1,2745,3041,2672,2521,1876,1920
OLFM2,105,53,139,62,68,63
COL5A3,11,6,9,18,48,150
RDH8,0,0,0,0,0,0
MIR5589,0,0,0,0,0,0
C3P1,0,0,0,0,0,0
SHFL,1554,1619,1566,1433,1340,1413
ANGPTL6,511,539,592,494,443,454
PPAN,157,138,175,141,104,129
PPAN-P2RY11,0,0,0,0,0,0
SNORD105,3,2,0,0,1,0
SNORD105B,2,3,1,8,1,2
P2RY11,0,0,0,0,0,0
EIF3G,6143,7478,6236,6134,5478,5608
DNMT1,5785,5488,4406,3554,2923,2562
S1PR2,161,238,162,78,66,74
MIR4322,1,0,0,0,0,0
MRPL4,2880,3489,2619,3075,1920,1971
LOC105372272,2,1,3,1,1,2
ICAM1,573,547,823,1095,377,270
ICAM4,6,5,4,8,0,2
ICAM5,0,2,1,3,0,0
ZGLP1,16,17,9,14,17,6
FDX2,612,631,579,643,525,521
RAVER1,6064,5884,5397,4004,3926,3979
ICAM3,491,574,553,579,455,363
TYK2,4704,4579,4114,3864,3411,3356
CDC37,10913,11092,10232,11064,10026,9434
MIR1181,0,0,0,0,0,0
PDE4A,711,669,498,1011,1244,1134
KEAP1,3894,4327,3937,3793,3359,3443
S1PR5,0,0,0,0,0,0
ATG4D,474,458,385,493,302,346
MIR1238,0,0,0,0,0,0
KRI1,926,890,779,679,774,777
CDKN2D,113,139,97,160,141,113
AP1M2,2,0,0,1,2,1
SLC44A2,13971,13449,15910,13031,20659,19935
ILF3-DT,287,315,261,213,217,186
ILF3,18634,17915,16798,15197,15370,13599
QTRT1,851,911,782,767,647,519
DNM2,10101,10480,9677,9023,8808,9645
MIR638,0,0,0,0,0,0
MIR4748,1,2,3,1,0,0
MIR199A1,4,2,2,0,2,0
MIR6793,0,1,0,0,0,0
TMED1,1235,1390,1429,1170,1144,1217
C19orf38,0,1,1,1,0,1
HIKESHIP2,0,1,0,0,0,0
CARM1,9344,9347,8229,7801,7422,7355
YIPF2,4569,4767,4406,4266,4050,3861
TIMM29,429,454,497,470,361,452
SMARCA4,12081,10891,11199,8680,8965,8686
LDLR-AS1,146,102,128,186,128,169
LDLR,2438,2226,2214,3037,2555,2712
MIR6886,0,0,0,0,0,0
SPC24,1265,1425,760,930,576,443
KANK2,2407,2786,2278,4708,6051,9187
DOCK6,13492,11369,11662,14488,14933,16354
LOC105372273,29,37,15,21,19,15
ANGPTL8,23,6,12,9,6,6
TSPAN16,2,1,0,0,2,1
HSPC102,0,0,3,0,0,0
RAB3D,7054,7386,7910,4784,5574,5140
TMEM205,1811,2073,2079,1787,1976,1998
CCDC159,419,472,433,391,334,381
PLPPR2,2949,2946,3385,2436,3140,2556
SWSAP1,142,194,156,154,139,143
EPOR,918,799,868,617,597,632
RGL3,10,4,8,74,92,17
ODAD3,1531,1366,1573,1216,1425,1456
PRKCSH,17094,16648,17195,14272,17423,17741
ELAVL3,0,4,1,2,0,0
ZNF653,219,221,231,165,150,200
MIR7974,2,0,1,1,0,0
ECSIT,1067,1348,1045,1008,828,850
CNN1,1,3,2,4,14,2
ELOF1,1378,1606,1272,1172,968,1011
ACP5,100,443,44,26,16,20
ZNF627,895,1145,1286,1022,912,1014
